student_id,week_number,attendance_rate,lms_logins,lms_activity_score,sessions_missed,participation_score
S0454,5,0.864,11,39.3,0,6.72
S0454,6,0.916,14,49.1,0,6.74
S0454,7,0.91,15,45.1,0,8.18
S0455,1,0.998,6,63.1,0,6.11
S0455,2,1.0,12,70.8,0,6.17
S0455,3,1.0,10,57.7,0,5.93
S0455,4,0.869,11,55.4,0,6.06
S0455,5,0.932,13,56.4,0,4.45
S0455,6,0.941,6,48.0,0,6.31
S0455,7,0.88,7,67.4,0,5.69
S0456,1,0.781,7,75.3,0,5.65
S0456,2,0.781,12,74.7,0,5.25
S0456,3,0.81,15,69.1,0,4.96
S0456,4,0.77,14,59.6,1,7.09
S0456,5,0.764,16,73.9,1,4.96
S0456,6,0.742,11,75.6,1,5.8
S0456,7,0.744,12,77.4,0,4.97
S0457,1,0.854,21,59.2,0,4.71
S0457,2,1.15,20,70.7,0,3.75
S0457,3,0.832,29,74.1,1,2.84
S0457,4,0.879,24,67.2,0,3.04
S0457,5,0.84,21,71.0,0,3.25
S0457,6,0.902,21,68.5,0,4.09
S0457,7,0.865,22,62.4,0,5.92
S0458,1,0.888,17,56.8,0,6.84
S0458,2,0.892,18,64.7,0,6.42
S0458,3,0.872,15,58.6,0,6.95
S0458,4,0.836,14,66.8,0,7.39
S0458,5,0.963,13,63.7,0,5.69
S0458,6,0.948,11,69.7,0,6.81
S0458,7,0.898,11,64.0,0,7.16
S0459,1,0.731,7,96.9,1,4.68
S0459,2,0.742,6,88.1,1,3.04
S0459,3,0.808,7,88.8,0,5.14
S0459,4,0.794,10,75.4,0,5.54
S0459,5,0.801,12,89.0,0,5.79
S0459,6,0.767,8,91.0,0,2.96
S0459,7,0.684,12,88.2,0,4.96
S0460,1,0.939,13,56.5,0,6.66
S0460,2,0.968,17,54.7,0,5.92
S0460,3,0.958,16,56.3,0,6.85
S0460,4,1.0,15,49.8,0,6.13
S0460,5,1.0,16,43.3,0,7.23
S0460,6,0.886,18,57.8,0,5.9
S0460,7,0.913,9,52.7,0,6.68
S0461,1,0.936,10,64.3,0,6.23
S0461,2,0.924,8,68.6,0,4.73
S0461,3,0.97,10,60.2,0,5.9
S0461,4,1.06,9,58.3,0,5.62
S0461,5,0.924,8,61.1,0,5.22
S0461,6,0.934,9,74.7,0,6.1
S0461,7,0.968,8,61.1,0,4.28
S0462,1,0.797,16,53.6,0,4.47
S0462,2,0.757,10,42.0,1,5.32
S0462,3,0.797,15,37.0,1,4.91
S0462,4,0.795,15,62.2,1,4.94
S0462,5,0.783,16,50.3,0,5.05
S0462,6,0.815,26,56.4,1,5.91
S0462,7,0.875,21,65.4,0,6.62
S0463,1,0.925,17,38.4,0,4.16
S0463,2,0.923,18,35.1,0,4.65
S0463,3,0.858,12,30.5,0,3.27
S0463,4,0.751,9,14.3,1,2.8
S0463,5,0.775,10,26.1,0,1.65
S0463,6,0.717,5,11.4,1,3.88
S0463,7,0.596,0,16.8,2,2.72
S0464,1,0.844,14,54.3,0,6.47
S0464,2,0.941,14,52.1,0,4.54
S0464,3,0.93,21,55.8,0,4.56
S0464,4,0.941,15,45.1,0,5.53
S0464,5,0.911,19,49.6,0,5.21
S0464,6,0.905,13,58.2,0,4.92
S0464,7,1.12,10,43.7,0,4.51
S0465,1,0.584,17,41.2,1,3.78
S0465,2,0.631,14,35.4,1,4.28
S0465,3,0.618,14,42.7,1,3.65
S0465,4,0.637,10,44.9,1,1.68
S0465,5,0.649,16,36.9,1,2.87
S0465,6,0.641,20,35.7,1,2.63
S0465,7,0.655,16,47.5,1,2.38
S0466,1,0.796,0,64.2,0,6.02
S0466,2,0.796,0,60.9,0,7.83
S0466,3,0.726,6,67.5,0,5.59
S0466,4,0.801,0,63.7,1,6.78
S0466,5,0.818,2,85.8,0,8.06
S0466,6,0.896,7,83.1,0,8.11
S0466,7,0.876,8,78.3,0,8.39
S0467,1,0.875,15,86.0,0,6.76
S0467,2,0.975,13,100,0,6.82
S0467,3,0.916,9,100,0,8.57
S0467,4,0.971,13,98.5,0,6.5
S0467,5,0.931,11,87.5,0,6.39
S0467,6,0.971,14,95.3,0,5.67
S0467,7,1.0,14,92.3,0,7.35
S0468,1,0.963,11,49.0,0,7.51
S0468,2,0.925,14,42.7,0,7.34
S0468,3,0.959,12,51.3,0,8.58
S0468,4,0.854,14,50.5,0,7.66
S0468,5,0.881,16,52.3,0,8.69
S0468,6,0.955,10,53.7,0,7.22
S0468,7,0.927,13,57.2,0,9.14
S0469,1,0.852,-10,71.1,0,5.63
S0469,2,0.916,13,61.0,0,5.53
S0469,3,0.908,12,60.1,0,4.87
S0469,4,0.87,16,75.3,0,6.41
S0469,5,0.871,15,61.7,0,5.68
S0469,6,0.854,15,63.5,0,5.07
S0469,7,0.889,13,62.0,0,5.23
S0470,1,0.856,15,56.2,0,5.38
S0470,2,0.864,14,61.5,0,3.89
S0470,3,0.884,10,67.7,0,3.88
S0470,4,0.754,11,57.0,0,3.53
S0470,5,0.876,9,71.4,0,4.8
S0470,6,0.86,12,59.7,0,4.74
S0470,7,0.885,9,68.3,0,4.19
S0471,1,0.99,10,73.4,0,5.5
S0471,2,0.961,6,84.1,0,5.48
S0471,3,0.947,9,78.5,0,5.71
S0471,4,1.0,5,86.7,0,4.03
S0471,5,1.0,8,70.9,0,5.77
S0471,6,0.974,5,78.4,0,5.44
S0471,7,0.955,12,87.1,0,5.22
S0472,1,0.794,9,95.8,0,3.19
S0472,2,0.802,11,68.0,1,3.33
S0472,3,0.835,6,68.8,0,2.77
S0472,4,0.756,2,61.0,1,2.66
S0472,5,0.696,0,59.4,1,3.75
S0472,6,0.684,0,58.2,1,1.97
S0472,7,0.593,0,47.5,1,1.13
S0473,1,0.938,17,65.1,0,5.84
S0473,2,0.947,18,71.5,0,5.2
S0473,3,0.909,11,67.2,0,6.07
S0473,4,0.952,17,57.0,0,5.69
S0473,5,0.895,11,68.8,0,6.76
S0473,6,0.877,11,60.8,0,6.35
S0473,7,0.939,15,75.7,0,5.02
S0474,1,0.863,16,59.2,0,7.94
S0474,2,0.84,12,48.9,0,8.03
S0474,3,0.792,17,57.0,1,6.43
S0474,4,0.865,16,54.2,0,8.34
S0474,5,0.779,17,52.1,0,8.75
S0474,6,0.804,16,52.0,0,7.83
S0474,7,0.861,14,56.6,0,7.03
S0475,1,0.967,12,56.4,0,4.53
S0475,2,1.0,12,58.5,0,4.79
S0475,3,1.0,13,57.8,0,5.32
S0475,4,1.0,12,59.5,0,4.3
S0475,5,1.0,17,59.9,0,5.7
S0475,6,1.0,10,51.3,0,7.34
S0475,7,1.0,13,66.5,0,6.68
S0476,1,1.0,19,60.2,0,6.46
S0476,2,0.894,16,65.8,0,8.98
S0476,3,0.994,15,73.1,0,6.16
S0476,4,0.949,19,64.2,0,5.74
S0476,5,0.906,11,52.3,0,5.31
S0476,6,0.88,15,70.3,0,7.96
S0476,7,0.861,14,51.7,0,5.64
S0477,1,0.806,22,47.7,0,7.01
S0477,2,0.841,19,39.1,0,8.16
S0477,3,0.838,19,38.3,0,7.44
S0477,4,0.832,15,46.6,1,9.8
S0477,5,0.814,15,38.1,0,8.53
S0477,6,0.764,20,32.2,1,6.93
S0477,7,0.775,14,42.4,1,7.58
S0478,1,0.712,14,59.4,1,2.69
S0478,2,0.73,12,76.3,1,3.27
S0478,3,0.651,11,63.9,2,2.4
S0478,4,0.65,8,49.3,1,2.75
S0478,5,0.71,13,63.9,0,2.14
S0478,6,0.699,14,58.9,1,2.51
S0478,7,0.671,9,72.0,1,3.53
S0479,1,0.808,17,87.4,0,5.89
S0479,2,0.837,14,92.0,0,5.06
S0479,3,0.712,9,88.0,1,5.43
S0479,4,0.82,11,88.2,0,5.37
S0479,5,0.798,17,76.8,0,6.07
S0479,6,0.792,10,76.4,1,5.83
S0479,7,0.657,17,84.4,1,6.41
S0480,1,0.982,16,39.3,0,4.67
S0480,2,0.845,12,48.1,0,3.2
S0480,3,0.804,11,58.8,0,5.81
S0480,4,0.839,17,43.4,0,5.07
S0480,5,0.895,14,42.2,0,5.92
S0480,6,0.978,15,41.2,0,5.98
S0480,7,1.0,16,52.3,0,5.7
S0481,1,0.963,10,59.1,0,5.74
S0481,2,0.89,13,77.9,0,7.54
S0481,3,0.9,10,75.7,0,7.21
S0481,4,0.963,6,61.1,0,6.63
S0481,5,1.0,13,63.8,0,5.32
S0481,6,0.979,10,63.6,0,6.78
S0481,7,0.986,6,65.2,0,6.64
S0482,1,1.0,20,65.1,0,4.45
S0482,2,0.981,19,67.8,0,4.96
S0482,3,0.935,19,66.4,0,4.2
S0482,4,0.973,20,68.8,0,3.47
S0482,5,0.993,20,62.8,0,3.49
S0482,6,0.925,20,70.1,0,4.07
S0482,7,0.991,17,72.9,0,4.95
S0483,1,0.848,14,77.5,0,8.74
S0483,2,0.789,14,71.7,0,6.34
S0483,3,0.816,9,59.2,0,5.38
S0483,4,0.587,9,74.8,1,6.74
S0483,5,0.609,5,56.7,2,6.3
S0483,6,0.602,2,51.3,1,5.62
S0483,7,0.501,0,46.5,2,5.21
S0484,1,0.972,5,67.8,0,6.37
S0484,2,1.0,5,68.3,0,5.68
S0484,3,0.958,10,75.3,0,6.53
S0484,4,0.994,7,69.8,0,7.24
S0484,5,1.0,6,70.9,0,7.4
S0484,6,0.96,7,59.1,0,6.63
S0484,7,0.978,1,58.9,0,6.73
S0485,1,0.929,9,89.5,0,5.08
S0485,2,1.0,11,81.1,0,7.53
S0485,3,0.964,8,78.9,0,6.27
S0485,4,0.945,14,73.8,0,5.26
S0485,5,0.957,14,78.1,0,4.66
S0485,6,0.889,9,74.6,0,6.11
S0485,7,0.925,12,85.5,0,5.63
S0486,1,1.0,13,72.6,0,4.99
S0486,2,1.0,7,62.1,0,5.85
S0486,3,0.983,10,64.5,0,6.25
S0486,4,0.962,9,70.9,0,6.44
S0486,5,0.997,15,71.0,0,6.12
S0486,6,0.953,9,62.6,0,7.33
S0486,7,1.0,11,75.4,0,4.96
S0487,1,0.964,10,47.3,0,6.02
S0487,2,0.927,12,52.9,0,7.78
S0487,3,0.847,6,36.6,0,5.3
S0487,4,0.803,6,41.6,0,6.41
S0487,5,0.721,1,21.4,1,5.49
S0487,6,0.735,0,25.6,0,4.89
S0487,7,0.599,0,27.9,1,6.34
S0488,1,0.967,11,64.4,0,5.46
S0488,2,0.902,21,64.4,0,6.85
S0488,3,0.949,12,58.5,0,5.27
S0488,4,0.885,12,65.6,0,5.26
S0488,5,1.02,10,71.5,0,6.16
S0488,6,0.808,12,69.7,0,6.7
S0488,7,0.857,14,80.4,0,8.14
S0489,1,1.0,19,41.0,0,7.65
S0489,2,1.0,16,41.8,0,7.92
S0489,3,1.0,14,39.7,0,6.85
S0489,4,1.0,13,52.1,0,7.35
S0489,5,0.999,14,33.9,0,7.21
S0489,6,1.0,16,44.8,0,8.72
S0489,7,1.0,18,37.5,0,9.41
S0490,1,0.981,10,54.8,0,8.75
S0490,2,1.0,10,50.9,0,8.98
S0490,3,1.0,10,49.4,0,9.38
S0490,4,0.954,7,48.4,0,8.52
S0490,5,0.95,9,43.4,0,8.31
S0490,6,1.0,5,38.9,0,8.11
S0490,7,0.947,16,46.1,0,9.09
S0491,1,0.592,8,20.9,1,3.16
S0491,2,0.608,9,12.3,1,1.1
S0491,3,0.548,11,19.8,1,2.03
S0491,4,0.591,14,22.6,2,2.43
S0491,5,0.586,10,16.6,2,3.07
S0491,6,0.613,9,16.4,2,2.38
S0491,7,0.597,7,18.0,1,1.74
S0492,1,0.918,21,90.2,0,8.54
S0492,2,0.847,14,92.3,0,8.61
S0492,3,0.876,20,75.7,0,7.23
S0492,4,0.862,17,89.7,0,6.78
S0492,5,0.952,22,84.0,0,7.24
S0492,6,0.927,20,96.5,0,7.5
S0492,7,1.0,30,96.7,0,9.61
S0493,1,0.644,9,24.5,1,2.75
S0493,2,0.629,4,27.7,1,2.16
S0493,3,0.645,5,25.8,2,2.83
S0493,4,0.559,9,28.7,1,4.59
S0493,5,0.613,2,21.1,1,1.69
S0493,6,0.662,8,20.6,2,3.45
S0493,7,0.645,5,15.4,1,1.27
S0494,1,0.975,9,70.5,0,6.95
S0494,2,0.926,8,80.3,0,6.93
S0494,3,0.912,8,72.2,0,7.33
S0494,4,0.919,14,79.9,0,7.84
S0494,5,0.888,9,79.0,0,7.41
S0494,6,0.926,11,76.3,0,6.78
S0494,7,0.885,16,82.0,0,4.65
S0495,1,0.642,1,49.3,1,2.67
S0495,2,0.623,17,43.8,1,1.44
S0495,3,0.632,12,30.3,1,2.45
S0495,4,0.644,7,30.4,1,1.92
S0495,5,0.595,8,53.8,1,2.27
S0495,6,0.685,11,42.3,1,0.69
S0495,7,0.628,13,58.5,1,2.48
S0496,1,0.838,13,41.6,0,7.12
S0496,2,0.892,16,32.5,0,5.33
S0496,3,0.909,13,34.1,0,6.04
S0496,4,0.878,11,29.0,0,7.33
S0496,5,0.856,14,37.9,0,6.16
S0496,6,0.881,15,34.3,0,6.04
S0496,7,0.895,15,45.9,0,7.94
S0497,1,0.942,5,59.3,0,8.02
S0497,2,0.924,3,34.1,0,8.28
S0497,3,0.895,3,53.4,0,8.14
S0497,4,0.928,2,42.0,0,8.75
S0497,5,0.876,8,42.2,0,9.95
S0497,6,0.928,3,39.5,0,9.28
S0497,7,0.912,6,37.8,0,8.21
S0498,1,0.898,16,45.5,0,6.97
S0498,2,0.896,14,39.4,0,5.57
S0498,3,0.885,16,41.2,0,6.8
S0498,4,0.832,12,40.5,0,8.72
S0498,5,0.854,17,38.4,0,6.97
S0498,6,0.789,15,36.8,1,6.48
S0498,7,0.836,14,50.6,0,6.19
S0499,1,0.788,13,64.9,1,6.19
S0499,2,0.754,1,52.8,1,6.76
S0499,3,0.796,10,49.5,0,8.41
S0499,4,0.832,6,42.3,1,6.96
S0499,5,0.759,10,49.6,1,7.68
S0499,6,0.831,9,64.4,0,7.03
S0499,7,0.793,8,64.4,1,6.93
S0500,1,0.829,7,100,0,5.66
S0500,2,0.882,5,100,0,5.36
S0500,3,0.844,10,100,0,4.78
S0500,4,0.839,4,100,0,7.95
S0500,5,0.819,6,100,0,4.69
S0500,6,0.895,12,98.6,0,6.82
S0500,7,0.893,14,94.2,0,5.17
S0501,1,0.772,12,36.4,0,6.96
S0501,2,0.764,10,29.1,0,7.0
S0501,3,0.806,15,28.8,0,8.63
S0501,4,0.82,12,36.8,0,7.04
S0501,5,0.831,8,44.6,1,8.77
S0501,6,0.909,7,31.1,0,6.8
S0501,7,0.875,13,30.8,0,7.19
S0502,1,0.852,13,42.1,0,4.4
S0502,2,1.0,15,59.3,0,3.72
S0502,3,0.961,12,47.6,0,4.59
S0502,4,0.542,1,28.8,1,1.36
S0502,5,0.552,1,22.6,1,3.35
S0502,6,0.584,3,20.8,2,0.69
S0502,7,0.556,1,17.5,2,0
S0503,1,0.927,10,72.1,0,8.45
S0503,2,0.951,12,61.6,0,9.8
S0503,3,0.922,8,78.6,0,8.63
S0503,4,0.98,12,67.9,0,7.07
S0503,5,1.0,8,66.3,0,7.76
S0503,6,0.843,12,64.2,0,9.11
S0503,7,0.944,16,72.1,0,6.71
S0504,1,0.952,8,76.1,0,6.49
S0504,2,0.962,9,71.1,0,5.54
S0504,3,1.0,12,79.0,0,5.61
S0504,4,0.91,8,81.6,0,5.77
S0504,5,0.941,11,78.5,0,6.13
S0504,6,0.965,11,82.7,0,6.84
S0504,7,0.992,13,70.9,0,6.78
S0505,1,0.94,15,63.6,0,7.05
S0505,2,0.885,13,51.9,0,6.16
S0505,3,0.765,11,52.8,1,5.14
S0505,4,0.805,9,56.0,0,6.75
S0505,5,0.89,10,56.1,0,6.15
S0505,6,1.0,9,67.4,0,7.3
S0505,7,0.997,15,79.6,0,6.03
S0506,1,0.801,20,20.5,0,6.17
S0506,2,0.769,16,16.3,1,5.74
S0506,3,0.666,16,11.6,2,4.0
S0506,4,0.577,8,9.3,2,3.3
S0506,5,0.518,1,5.9,1,5.1
S0506,6,0.44,13,9.9,2,3.42
S0506,7,0.388,7,0,1,1.84
S0507,1,0.979,6,43.6,0,9.6
S0507,2,0.932,2,55.4,0,9.99
S0507,3,0.942,4,48.8,0,8.46
S0507,4,1.0,2,46.2,0,9.6
S0507,5,0.907,1,43.4,0,8.86
S0507,6,0.968,6,48.0,0,8.3
S0507,7,0.895,0,44.9,0,7.75
S0508,1,0.519,5,19.6,2,2.2
S0508,2,0.547,6,13.1,1,1.73
S0508,3,0.568,13,21.7,1,3.71
S0508,4,0.625,10,19.3,1,4.19
S0508,5,0.563,12,26.8,1,2.38
S0508,6,0.547,4,15.4,2,1.85
S0508,7,0.603,8,13.6,1,2.23
S0509,1,0.643,11,52.1,2,6.24
S0509,2,0.709,8,50.9,1,7.26
S0509,3,0.66,9,57.2,1,6.02
S0509,4,0.561,5,46.7,1,6.41
S0509,5,0.724,16,53.6,1,7.42
S0509,6,0.626,11,57.1,1,6.2
S0509,7,0.678,8,52.1,1,7.68
S0510,1,0.942,5,58.3,0,5.31
S0510,2,0.887,5,70.1,0,5.59
S0510,3,0.836,3,78.0,0,4.52
S0510,4,0.834,4,54.6,0,5.73
S0510,5,0.92,5,63.2,0,4.66
S0510,6,0.864,6,63.1,0,6.91
S0510,7,0.814,8,62.5,0,5.45
S0511,1,0.9,17,84.4,0,7.33
S0511,2,0.82,12,90.4,1,6.27
S0511,3,0.856,18,86.1,0,7.7
S0511,4,0.89,18,91.1,0,6.72
S0511,5,0.802,15,87.7,0,8.6
S0511,6,0.867,12,90.5,0,7.23
S0511,7,0.762,14,87.0,1,7.38
S0512,1,0.932,19,70.5,0,3.95
S0512,2,0.859,14,71.1,0,5.71
S0512,3,0.73,12,66.3,1,3.71
S0512,4,0.688,10,57.7,1,3.48
S0512,5,0.623,18,57.8,1,4.23
S0512,6,0.648,5,52.0,1,2.85
S0512,7,0.526,2,38.6,2,1.55
S0513,1,0.668,3,68.3,1,10
S0513,2,0.685,2,47.7,1,7.84
S0513,3,0.536,3,60.6,2,8.9
S0513,4,0.503,0,38.1,2,8.09
S0513,5,0.557,0,41.6,2,7.75
S0513,6,0.42,0,31.2,2,6.01
S0513,7,0.355,0,33.7,2,7.3
S0514,1,0.669,7,33.6,0,8.53
S0514,2,0.754,14,22.7,1,7.14
S0514,3,0.719,8,22.8,1,7.06
S0514,4,0.746,3,24.2,1,6.71
S0514,5,0.75,7,19.3,0,7.77
S0514,6,0.701,12,33.2,1,6.47
S0514,7,0.659,8,26.0,1,7.92
S0515,1,0.761,10,79.6,0,6.77
S0515,2,0.8,12,79.7,0,5.75
S0515,3,0.757,13,78.6,0,6.68
S0515,4,0.726,7,90.1,1,6.97
S0515,5,0.731,8,65.8,1,7.74
S0515,6,0.691,13,86.0,0,5.41
S0515,7,0.695,14,87.0,1,6.3
S0516,1,1.0,6,60.1,0,8.98
S0516,2,0.967,4,44.4,0,8.83
S0516,3,0.995,5,56.7,0,8.06
S0516,4,1.0,6,52.1,0,8.15
S0516,5,1.0,8,45.0,0,8.35
S0516,6,0.959,4,50.3,0,8.26
S0516,7,0.978,10,49.9,0,8.88
S0517,1,0.609,9,46.7,1,3.96
S0517,2,0.528,11,32.8,2,3.83
S0517,3,0.53,13,36.7,2,3.77
S0517,4,0.583,7,45.4,2,3.38
S0517,5,0.568,6,34.8,2,4.04
S0517,6,0.615,13,46.2,1,4.33
S0517,7,0.578,13,44.4,2,4.67
S0518,1,0.835,15,93.0,0,10
S0518,2,0.842,12,100,0,10
S0518,3,0.831,11,97.2,0,8.26
S0518,4,0.767,12,96.8,0,10
S0518,5,0.786,7,95.8,0,7.9
S0518,6,0.735,12,93.2,1,9.88
S0518,7,0.744,6,93.3,0,7.92
S0519,1,0.891,8,39.9,0,9.39
S0519,2,1.0,10,36.4,0,8.07
S0519,3,1.0,0,33.8,0,8.52
S0519,4,1.25,6,35.2,0,7.05
S0519,5,0.993,11,47.2,0,8.79
S0519,6,0.989,3,43.5,0,9.3
S0519,7,0.899,0,43.5,0,9.34
S0520,1,0.685,14,15.2,0,5.76
S0520,2,0.585,16,12.9,1,5.61
S0520,3,0.648,12,19.8,2,4.67
S0520,4,0.656,12,20.5,2,4.09
S0520,5,0.616,23,31.6,1,4.16
S0520,6,0.582,19,14.2,1,4.7
S0520,7,0.607,19,21.8,2,6.24
S0521,1,0.851,16,50.4,0,7.22
S0521,2,0.796,16,56.8,1,8.66
S0521,3,0.867,11,58.7,0,8.04
S0521,4,0.481,0,33.7,3,4.96
S0521,5,0.514,0,36.9,2,5.01
S0521,6,0.548,0,24.2,2,6.32
S0521,7,0.5,0,34.8,2,5.59
S0522,1,0.997,20,58.7,0,7.79
S0522,2,0.932,16,73.1,0,8.23
S0522,3,0.905,18,76.4,0,7.34
S0522,4,0.813,9,65.5,0,7.03
S0522,5,0.727,10,44.4,1,6.85
S0522,6,0.742,11,46.1,1,5.47
S0522,7,0.564,5,51.1,2,5.87
S0523,1,0.79,14,62.7,1,2.97
S0523,2,0.706,11,71.7,1,1.85
S0523,3,0.795,11,71.6,0,2.31
S0523,4,0.728,15,57.3,1,4.94
S0523,5,0.815,7,76.6,0,2.82
S0523,6,0.731,12,72.2,1,4.27
S0523,7,0.74,11,67.6,1,2.94
S0524,1,0.812,13,64.1,0,3.7
S0524,2,0.85,17,79.1,0,3.94
S0524,3,0.854,21,76.1,0,3.41
S0524,4,0.863,16,68.7,0,5.12
S0524,5,0.785,20,64.4,0,4.75
S0524,6,0.855,16,61.0,0,4.1
S0524,7,0.827,19,68.5,1,3.85
S0525,1,0.691,1,63.1,1,8.94
S0525,2,0.663,2,66.7,2,9.4
S0525,3,0.59,4,58.0,1,6.4
S0525,4,0.603,10,63.4,1,9.44
S0525,5,0.722,5,70.2,1,7.67
S0525,6,0.725,1,65.3,0,9.11
S0525,7,0.827,8,70.2,0,8.59
S0526,1,0.785,7,54.4,0,6.78
S0526,2,0.711,9,45.7,1,9.35
S0526,3,0.694,11,57.8,1,7.37
S0526,4,0.755,2,66.3,0,5.89
S0526,5,0.748,5,45.6,1,6.86
S0526,6,0.843,8,67.9,0,8.95
S0526,7,0.92,16,71.7,0,10
S0527,1,0.799,10,25.4,1,8.01
S0527,2,0.815,0,39.5,0,6.53
S0527,3,0.698,1,24.1,1,8.65
S0527,4,0.732,8,37.5,1,6.71
S0527,5,0.778,8,50.0,1,7.84
S0527,6,0.841,15,43.3,0,9.98
S0527,7,0.878,8,51.8,0,9.0
S0528,1,0.96,15,70.9,0,6.47
S0528,2,0.892,16,56.1,0,5.67
S0528,3,0.863,16,66.8,0,4.51
S0528,4,0.943,11,73.5,0,3.31
S0528,5,0.837,15,62.5,0,4.1
S0528,6,0.82,9,59.0,0,4.09
S0528,7,0.842,13,66.0,0,3.99
S0529,1,0.977,9,63.2,0,5.44
S0529,2,0.975,8,72.1,0,8.04
S0529,3,0.913,7,68.3,0,5.74
S0529,4,0.919,16,72.0,0,7.1
S0529,5,1.0,9,64.7,0,4.85
S0529,6,0.98,8,84.7,0,5.86
S0529,7,0.954,11,62.2,0,6.38
S0530,1,0.866,18,65.0,0,5.93
S0530,2,0.919,19,62.0,0,5.0
S0530,3,0.84,17,61.4,0,7.08
S0530,4,0.89,17,64.4,0,5.56
S0530,5,0.884,21,59.9,0,6.02
S0530,6,0.862,19,67.7,0,7.25
S0530,7,0.863,17,64.8,0,7.29
S0531,1,0.772,15,60.6,0,6.47
S0531,2,0.726,14,40.9,1,7.06
S0531,3,0.744,10,40.3,1,4.41
S0531,4,0.793,11,44.4,0,8.11
S0531,5,0.82,13,64.2,0,8.07
S0531,6,0.886,20,44.8,0,6.63
S0531,7,0.937,19,59.7,0,7.98
S0532,1,0.815,15,93.4,0,4.88
S0532,2,0.798,10,87.1,0,3.4
S0532,3,0.97,10,88.1,1,2.85
S0532,4,0.78,11,87.4,1,3.9
S0532,5,0.785,15,99.3,1,5.6
S0532,6,0.911,19,100,0,4.79
S0532,7,0.894,17,100,0,5.07
S0533,1,0.937,9,96.3,0,9.59
S0533,2,0.906,13,100,0,9.48
S0533,3,0.886,10,98.0,0,9.14
S0533,4,0.913,12,84.4,0,9.24
S0533,5,0.938,10,96.1,0,8.98
S0533,6,0.869,5,96.0,0,9.3
S0533,7,0.843,8,95.4,0,8.54
S0534,1,0.868,13,57.4,0,6.28
S0534,2,0.874,14,59.1,0,5.83
S0534,3,0.901,13,66.9,0,6.6
S0534,4,0.882,14,47.8,0,6.02
S0534,5,0.829,16,56.4,1,6.53
S0534,6,0.883,15,53.9,0,5.31
S0534,7,0.839,17,54.0,0,7.25
S0535,1,0.965,11,78.9,0,7.77
S0535,2,1.0,17,89.8,0,9.21
S0535,3,1.0,11,62.3,0,8.1
S0535,4,0.975,16,74.1,0,6.86
S0535,5,0.968,16,75.3,0,7.89
S0535,6,0.991,24,87.7,0,10
S0535,7,0.992,17,82.2,0,9.16
S0536,1,0.699,12,48.2,0,6.34
S0536,2,0.771,4,62.7,1,4.75
S0536,3,0.697,7,44.4,0,5.39
S0536,4,0.836,8,56.2,0,4.7
S0536,5,0.835,10,51.9,0,7.15
S0536,6,0.893,15,58.2,0,6.46
S0536,7,0.982,13,53.4,0,5.74
S0537,1,0.921,7,52.0,0,5.48
S0537,2,0.916,9,48.7,0,4.85
S0537,3,0.847,6,43.8,0,6.1
S0537,4,0.915,7,41.7,0,5.18
S0537,5,0.803,9,45.1,0,3.54
S0537,6,0.916,8,46.0,0,3.81
S0537,7,0.835,1,40.7,0,4.68
S0538,1,0.805,11,71.5,0,6.14
S0538,2,0.698,11,65.5,1,3.96
S0538,3,0.798,16,69.4,0,5.28
S0538,4,0.775,18,72.2,0,4.38
S0538,5,0.733,15,66.9,1,3.9
S0538,6,0.78,9,71.0,0,5.62
S0538,7,0.73,17,71.6,1,5.69
S0539,1,0.841,14,99.8,0,7.77
S0539,2,0.776,10,75.9,1,6.18
S0539,3,0.697,9,84.1,1,6.8
S0539,4,0.743,12,84.8,1,7.94
S0539,5,0.646,17,76.1,1,6.94
S0539,6,0.672,10,82.8,0,6.31
S0539,7,0.666,6,87.7,1,6.69
S0540,1,0.918,9,93.7,0,10
S0540,2,0.943,13,100,0,9.35
S0540,3,0.918,11,90.0,0,9.12
S0540,4,0.903,11,100,0,10
S0540,5,0.968,11,96.3,0,9.19
S0540,6,0.923,10,92.6,0,10
S0540,7,0.876,17,93.5,0,10
S0541,1,0.846,22,52.1,0,6.21
S0541,2,0.741,22,66.1,0,7.48
S0541,3,0.774,20,56.1,1,7.87
S0541,4,0.802,20,57.2,1,7.52
S0541,5,0.805,21,57.4,0,8.03
S0541,6,0.752,27,52.9,0,7.47
S0541,7,0.773,24,46.7,0,6.93
S0542,1,0.926,12,53.0,0,5.97
S0542,2,0.828,19,41.6,0,5.13
S0542,3,0.821,5,34.2,0,3.35
S0542,4,0.629,6,41.4,1,2.89
S0542,5,0.721,2,28.0,1,3.46
S0542,6,0.576,4,35.0,2,1.22
S0542,7,0.536,0,22.3,1,2.27
S0543,1,0.782,7,68.1,1,8.77
S0543,2,0.787,6,66.2,1,6.57
S0543,3,0.801,1,79.9,0,7.95
S0543,4,0.809,7,61.6,0,10
S0543,5,0.785,4,57.9,0,10
S0543,6,0.846,5,64.6,0,8.81
S0543,7,0.764,8,65.7,1,8.79
S0544,1,0.973,9,67.3,0,6.08
S0544,2,0.98,16,49.2,0,4.38
S0544,3,1.0,9,41.5,0,5.22
S0544,4,0.975,-10,46.1,0,5.67
S0544,5,1.0,7,56.3,0,5.03
S0544,6,0.936,2,51.2,0,4.93
S0544,7,1.0,8,68.1,0,5.25
S0545,1,0.947,9,95.1,0,4.71
S0545,2,1.0,6,84.1,0,3.97
S0545,3,0.933,6,84.2,0,5.51
